,City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Anaconda,46.1285,-112.9423,59.77,60,47,3.42,US,1622608337
358,Pontes e Lacerda,-15.2261,-59.3353,71.28,67,39,2.17,BR,1622608281
359,Tigil',57.8,158.6667,55.58,47,100,12.59,RU,1622608210
360,Qaqortoq,60.7167,-46.0333,36.1,88,43,2.71,GL,1622608337
361,Port Blair,11.6667,92.75,86.4,69,5,5.68,IN,1622608338
362,Kampot,10.6167,104.1833,89.65,60,64,8.59,KH,1622608218
363,Adrar,20.5022,-10.0711,85.95,33,46,8.21,MR,1622608338
364,Buchanan,5.8808,-10.0467,76.96,86,100,2.77,LR,1622608338
365,Balkanabat,39.5108,54.3671,91.36,24,0,4.56,TM,1622608339
366,Touros,-5.1989,-35.4608,74.3,88,0,10.31,BR,1622608339
367,Ankang,32.68,109.0172,89.8,46,38,1.28,CN,1622608340
368,San Miguel de Tucumán,-26.8241,-65.2226,53.6,87,1,3.78,AR,1622608340
369,Kabinda,-6.1333,24.4833,66.76,57,53,3.83,CD,1622608340
370,Roebourne,-20.7833,117.1333,78.44,25,93,18.5,AU,1622608340
371,Veshenskaya,49.6303,41.7334,60.94,85,100,16.02,RU,1622608341
372,Jinhua,29.1078,119.6547,83.28,79,100,1.16,CN,1622608341
373,Estevan,49.1334,-102.9842,63.21,55,1,8.05,CA,1622608341
374,Churapcha,62.0025,132.4325,69.04,35,19,5.48,RU,1622608341
375,Bahía Blanca,-38.7196,-62.2724,48.27,60,51,6.87,AR,1622608342
376,Aksay,47.26,39.87,63.41,94,100,7.0,RU,1622608342
377,Nantucket,41.2835,-70.0995,60.96,93,1,9.22,US,1622608342
378,Solnechnyy,50.7214,136.6319,61.48,65,100,8.86,RU,1622608342
379,Casablanca,33.5928,-7.6192,61.02,78,83,6.91,MA,1622608248
380,Arsen'yev,44.1631,133.2733,73.89,40,78,9.51,RU,1622608343
381,Lyngseidet,69.5763,20.2189,57.2,57,16,8.21,NO,1622608343
382,Zhigansk,66.7697,123.3711,59.31,62,99,1.86,RU,1622608343
383,Saint-Alexandre,44.2278,4.6214,62.28,81,99,0.43,FR,1622608343
384,Beringovskiy,63.05,179.3167,33.22,74,12,10.25,RU,1622608344
385,Denpasar,-8.65,115.2167,85.66,74,20,10.69,ID,1622608325
386,Pierre,44.3683,-100.351,63.05,63,46,1.01,US,1622608280
387,Bilma,18.6853,12.9164,86.43,9,25,8.01,NE,1622608344
388,Khanpur,28.6453,70.6567,101.19,28,0,0.72,PK,1622608344
389,Srednekolymsk,67.45,153.6833,68.65,20,9,5.93,RU,1622608345
390,Iberia,29.9502,-91.7507,77.05,94,100,6.67,US,1622608278
391,Gornopravdinsk,60.05,69.9,58.24,51,23,8.19,RU,1622608345
392,Kieta,-6.2167,155.6333,82.83,77,69,4.32,PG,1622608345
393,Mouzourás,35.5333,24.15,67.44,77,20,8.05,GR,1622608345
394,Luebo,-5.35,21.4167,65.1,54,99,1.79,CD,1622608346
395,City of San Pedro,14.35,121.0167,81.63,83,75,16.87,PH,1622608346
396,Port-Cartier,50.0334,-66.8654,53.82,88,50,7.56,CA,1622608347
397,Joshīmath,30.5667,79.5667,71.96,51,28,6.22,IN,1622608347
398,Nuuk,64.1835,-51.7216,34.41,100,90,9.22,GL,1622608347
399,Soe,-9.8607,124.284,82.49,43,35,8.08,ID,1622608348
400,Ron,15.6667,75.7333,83.68,59,100,2.93,IN,1622608348
401,Esim,4.8699,-2.2405,78.8,84,98,3.58,GH,1622608348
402,Siguiri,11.6667,-9.5,79.99,63,100,4.34,GN,1622608348
403,Winslow,35.0242,-110.6974,77.97,13,1,1.01,US,1622608349
404,Bad Goisern am Hallstättersee,47.6425,13.6161,51.37,100,41,4.38,AT,1622608349
405,Oktyabr'skoye,43.0645,44.7417,66.34,73,40,7.43,RU,1622608349
406,Kavaratti,10.5669,72.642,83.3,78,91,13.6,IN,1622608349
407,Avera,33.194,-82.5271,69.46,88,96,5.41,US,1622608350
408,Fairbanks,64.8378,-147.7164,61.14,77,75,12.66,US,1622608350
409,Santa Isabel Rio Negro,-0.4139,-65.0192,72.39,99,99,2.21,BR,1622608350
410,Riosucio,5.4216,-75.7032,64.83,98,100,1.66,CO,1622608351
411,Cap Malheureux,-19.9842,57.6142,77.47,73,14,8.99,MU,1622608351
412,Ulladulla,-35.35,150.4667,70.7,46,9,2.66,AU,1622608352
413,Haines Junction,60.7522,-137.5108,53.55,47,52,14.97,CA,1622608352
414,Acapulco de Juárez,16.8634,-99.8901,81.19,81,94,5.26,MX,1622608352
415,Hailar,49.2,119.7,61.5,28,28,4.9,CN,1622608353
416,Talnakh,69.4865,88.3972,36.81,86,99,16.49,RU,1622608353
417,Sakakah,29.9697,40.2064,83.77,23,0,12.39,SA,1622608353
418,São Filipe,14.8961,-24.4956,72.61,81,97,8.23,CV,1622608354
419,Pedernales,18.0384,-71.744,79.5,68,100,3.87,DO,1622608354
420,Cocobeach,1.0002,9.5823,78.73,91,100,7.27,GA,1622608355
421,Dubai,25.2582,55.3047,91.22,79,0,9.22,AE,1622608113
422,Cidreira,-30.1811,-50.2056,58.15,70,100,4.85,BR,1622608355
423,Los Llanos de Aridane,28.6585,-17.9182,62.35,89,75,5.32,ES,1622608356
424,Osinovo,55.8809,48.881,59.09,57,93,11.81,RU,1622608356
425,Labuhan,-6.8844,112.2051,85.64,66,83,10.33,ID,1622608281
426,Shingū,33.7333,135.9833,76.19,76,100,5.95,JP,1622608356
427,Irecê,-11.3042,-41.8558,64.8,87,36,7.18,BR,1622608356
428,Narsaq,60.9167,-46.05,35.82,75,34,1.92,GL,1622608357
429,Flin Flon,54.7682,-101.865,56.95,94,98,8.12,CA,1622608357
430,Birao,10.2849,22.7882,74.53,76,97,5.21,CF,1622608357
431,Suez,29.9737,32.5263,71.69,68,0,9.73,EG,1622608357
432,Colares,38.7992,-9.4469,58.44,75,52,3.0,PT,1622608358
433,Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,50,71,7.76,RU,1622608271
434,Tuatapere,-46.1333,167.6833,49.82,84,72,1.83,NZ,1622608070
435,Manbij,36.5281,37.9549,65.17,59,0,12.33,SY,1622608358
436,Guerrero Negro,27.9769,-114.0611,61.41,87,0,11.39,MX,1622608358
437,Alice Springs,-23.7,133.8833,74.21,21,40,11.99,AU,1622608359
438,Kommunisticheskiy,61.6789,64.4819,48.61,33,52,12.3,RU,1622608359
439,Logan,41.7355,-111.8344,72.3,48,1,5.75,US,1622608359
440,Hayden,47.766,-116.7866,77.56,76,5,2.51,US,1622608359
441,Río Gallegos,-51.6226,-69.2181,15.85,86,20,4.61,AR,1622608360
442,Norman Wells,65.282,-126.8329,51.84,71,75,5.75,CA,1622608360
443,Adzhamka,48.5424,32.5354,50.81,96,100,16.02,UA,1622608361
444,Barcelos,41.5388,-8.6151,58.91,95,91,3.87,PT,1622608361
445,Yangi Marg`ilon,40.4272,71.7189,85.42,32,0,4.61,UZ,1622608362
446,Gravdal,68.1214,13.5031,53.06,68,20,5.66,NO,1622608362
447,Road Town,18.4167,-64.6167,80.2,71,94,17.65,VG,1622608362
448,La Tuque,47.4334,-72.7824,52.05,93,13,2.3,CA,1622608363
449,São João da Barra,-21.6403,-41.0511,69.13,88,25,2.91,BR,1622608363
450,Carman,49.4992,-98.0016,64.74,77,65,6.91,CA,1622608363
451,Abbeville,50.1,1.8333,60.21,93,42,7.02,FR,1622608363
452,Vanimo,-2.6741,141.3028,79.34,81,100,7.27,PG,1622608364
453,Uyuni,-20.4597,-66.825,35.58,16,67,3.94,BO,1622608364
454,Galveston,29.3669,-94.9669,78.96,88,100,6.93,US,1622608364
455,Varkala,8.7341,76.7067,85.78,71,4,7.36,IN,1622608364
456,Jining,35.405,116.5814,95.61,32,51,11.27,CN,1622608365
457,Martil,35.6166,-5.2752,62.58,82,20,9.22,MA,1622608365
458,Hammerfest,70.6634,23.6821,50.45,76,0,3.44,NO,1622608365
459,Abonnema,4.7084,6.7931,77.29,90,100,2.75,NG,1622608365
460,Sarangani,5.4033,125.4636,83.95,74,90,10.54,PH,1622608366
461,Angoche,-16.2325,39.9086,73.36,76,38,1.43,MZ,1622608366
462,Tautira,-17.7333,-149.15,80.62,67,82,12.44,PF,1622608236
463,Tompa,46.2061,19.5391,52.59,68,27,4.29,HU,1622608366
464,Taltal,-25.4,-70.4833,60.8,80,25,1.77,CL,1622608367
465,Beaverlodge,55.2166,-119.4361,67.35,67,80,5.68,CA,1622608367
466,Tiksi,71.6872,128.8694,39.45,80,100,7.09,RU,1622608367
467,Basco,20.4487,121.9702,84.81,78,48,13.04,PH,1622608368
468,Jinchang,38.4953,102.1739,70.93,9,54,15.17,CN,1622608368
469,Esperanza,19.5847,-70.9849,74.3,85,100,3.0,DO,1622608368
470,Tobol,52.6844,62.5794,69.26,39,0,9.4,KZ,1622608369
471,Necochea,-38.5473,-58.7368,51.96,71,42,14.03,AR,1622608369
472,Erzin,36.9559,36.2,72.0,68,30,6.11,TR,1622608369
473,Northam,51.0333,-4.2167,63.48,82,98,10.09,GB,1622608329
474,Carutapera,-1.195,-46.02,74.84,94,9,5.12,BR,1622608369
475,Lixouri,38.2019,20.4314,67.64,52,94,7.81,GR,1622608370
476,Kaberamaido,1.7389,33.1594,68.18,89,97,3.18,UG,1622608370
477,Muroto-misakicho,33.2833,134.15,75.24,79,100,11.23,JP,1622608370
478,Polewali,-3.4324,119.3435,88.63,57,49,2.71,ID,1622608371
479,Genthin,52.4,12.1667,55.29,75,78,7.7,DE,1622608371
480,Acarí,-15.4311,-74.6158,66.2,76,93,3.62,PE,1622608372
481,Gemeente Wageningen,51.9667,5.6667,61.09,83,90,5.37,NL,1622608372
482,Yinchuan,38.4681,106.2731,78.6,8,42,12.33,CN,1622608372
483,Harindānga,22.0383,88.3214,84.18,64,21,14.7,IN,1622608372
484,Dindori,22.95,81.0833,98.1,26,48,10.38,IN,1622608373
485,Santa Rosa,14.3122,121.1114,82.38,68,99,16.98,PH,1622608373
486,Rørvik,64.8621,11.2373,64.51,42,0,5.75,NO,1622608373
487,Uíge,-7.6087,15.0613,65.62,89,55,2.71,AO,1622608373
488,Rapid City,44.0805,-103.231,66.67,57,1,1.99,US,1622608374
489,North Bend,43.4065,-124.2243,60.93,86,51,1.88,US,1622608264
490,Terråk,65.087,12.3715,66.07,50,28,5.66,NO,1622608374
491,Half Moon Bay,37.4636,-122.4286,67.8,85,90,3.44,US,1622608273
492,Maxixe,-23.8597,35.3472,66.02,94,20,5.75,MZ,1622608374
493,Southbridge,42.0751,-72.0334,61.03,87,97,4.38,US,1622608375
494,Hasaki,35.7333,140.8333,77.29,71,100,11.01,JP,1622608375
495,Horsham,51.064,-0.3272,58.93,63,0,6.17,GB,1622608234
496,Khilok,51.3674,110.4676,44.78,98,100,2.73,RU,1622608375
497,Keningau,5.3378,116.1602,86.45,52,76,2.04,MY,1622608376
498,Guarapari,-20.6667,-40.4975,72.9,91,100,4.38,BR,1622608376
499,Mahon,39.8885,4.2658,64.96,94,20,9.22,ES,1622608376
500,Ourém,39.6417,-8.5919,54.61,90,57,0.56,PT,1622608377
501,Agua Verde,22.9,-106.05,83.03,74,60,6.58,MX,1622608377
502,Isa Khel,36.6702,68.8443,91.45,22,0,3.8,AF,1622608378
503,Mil'kovo,54.7167,158.6167,57.67,47,99,4.88,RU,1622608378
504,Poronaysk,49.2167,143.1167,53.33,79,12,10.67,RU,1622608378
505,La Providencia,28.7167,-111.5833,87.85,54,1,6.87,MX,1622608378
506,Nelson Bay,-32.7167,152.15,72.0,56,67,5.23,AU,1622608379
507,Porbandar,21.6422,69.6093,89.58,66,40,13.8,IN,1622608315
508,Tabou,4.423,-7.3528,78.62,84,59,5.59,CI,1622608379
509,Saraland,30.8207,-88.0706,78.82,85,96,5.97,US,1622608379
510,Tezu,27.9167,96.1667,81.82,83,88,0.54,IN,1622608380
511,San Juan,-31.5375,-68.5364,70.74,46,84,7.38,AR,1622608380
512,Mitsamiouli,-11.3847,43.2844,78.62,70,21,7.56,KM,1622608361
513,Huarmey,-10.0681,-78.1522,64.74,86,75,7.45,PE,1622608381
514,Yangjiang,21.85,111.9667,86.95,68,99,12.71,CN,1622608381
515,Blagoyevo,63.3667,47.9167,47.25,43,15,7.78,RU,1622608382
516,Pūrna,19.1833,77.05,82.29,56,100,4.45,IN,1622608382
517,Okhotsk,59.3833,143.3,42.73,81,100,4.45,RU,1622608382
518,Muros,42.7762,-9.0603,58.98,92,99,3.04,ES,1622608382
519,Tommot,58.9564,126.2925,60.28,61,95,4.29,RU,1622608383
520,Wasilla,61.5814,-149.4394,56.84,52,1,4.0,US,1622608383
521,Pailitas,8.9565,-73.6255,75.4,92,99,0.58,CO,1622608383
522,Nyakabindi,-2.6333,33.9833,62.82,72,66,4.16,TZ,1622608383
523,Luganville,-15.5333,167.1667,76.71,76,98,11.12,VU,1622608384
524,Edissiya,44.0511,44.5408,68.7,71,4,10.07,RU,1622608384
525,Mazatlán,23.2167,-106.4167,82.9,76,75,1.99,MX,1622608384
526,Lázaro Cárdenas,17.9583,-102.2,81.21,81,100,2.75,MX,1622608202
527,Gunnedah,-30.9833,150.25,69.42,55,100,1.01,AU,1622608385
528,Rock Island,41.45,-90.5168,63.14,87,29,3.49,US,1622608151
529,Fengcheng,40.4536,124.0717,70.47,75,100,17.11,CN,1622608386
530,Payson,40.0444,-111.7321,70.99,33,93,3.0,US,1622608386
531,Svilengrad,41.7667,26.2,56.86,82,99,7.11,BG,1622608386
532,Vila Velha,-20.3297,-40.2925,72.95,92,75,2.3,BR,1622608387
533,Gazli,40.1333,63.45,99.52,12,0,10.63,UZ,1622608387
534,Cayenne,4.9333,-52.3333,76.08,90,20,3.62,GF,1622608387
535,Comodoro Rivadavia,-45.8667,-67.5,40.86,81,40,2.3,AR,1622608387
536,Abu Samrah,35.3029,37.1841,69.76,55,11,15.7,SY,1622608388
537,Gbarnga,6.9956,-9.4722,70.66,99,100,1.57,LR,1622608388
538,Santa Marta,11.2408,-74.199,82.98,76,100,7.16,CO,1622608388
539,Chenzhou,25.8,113.0333,86.67,77,79,5.53,CN,1622608388
540,Amarante do Maranhão,-5.5667,-46.7422,70.48,82,3,2.17,BR,1622608389
541,Wad Medani,14.4012,33.5199,92.91,32,1,11.07,SD,1622608389
542,Kapurthala Town,31.3794,75.3847,87.75,27,21,7.4,IN,1622608389
543,Bud,39.447,-86.1758,66.15,84,100,5.88,US,1622608390
544,Fairlie,55.756,-4.8556,53.51,87,92,5.01,GB,1622608390
545,Boa Vista,2.8197,-60.6733,76.98,88,75,1.14,BR,1622608390
546,Porto Torres,40.835,8.3972,66.38,71,100,7.18,IT,1622608391
547,Belfast,54.5833,-5.9333,56.12,83,0,8.05,GB,1622608169
548,Kindu,-2.95,25.95,70.84,87,88,1.19,CD,1622608391
549,Zhongshu,24.5167,103.7667,79.36,53,67,10.56,CN,1622608392
550,Coquimbo,-29.9533,-71.3436,53.33,100,20,5.68,CL,1622608392
551,Gusinoye Ozero,51.1144,106.2614,62.89,52,75,10.89,RU,1622608392
552,Burnie,-41.0667,145.9167,56.12,72,73,2.44,AU,1622608321
553,Shelburne,44.0787,-80.2041,57.67,68,6,6.04,CA,1622608206
554,Kochubey,44.3861,46.5825,76.87,54,26,7.47,RU,1622608393
555,Zyryanka,65.75,150.85,64.49,27,79,11.63,RU,1622608393
556,Trelew,-43.249,-65.3051,40.69,75,3,11.32,AR,1622608393
557,Saldanha,-33.0117,17.9442,48.25,83,0,7.52,ZA,1622608393
558,Tiznit Province,29.5833,-9.5,59.27,73,0,1.5,MA,1622608394
559,Whitehorse,60.7161,-135.0538,59.02,44,40,11.01,CA,1622608320
560,Valera,9.3178,-70.6036,72.66,83,99,3.74,VE,1622608394
561,Chuka,-0.3332,37.6459,61.93,71,83,4.63,KE,1622608394
562,Barra de Tecoanapa,16.5167,-98.75,81.91,78,68,2.39,MX,1622608395
563,Chākuliā,22.4833,86.7167,86.32,40,23,5.97,IN,1622608395
564,Shaoyang,27.2315,111.4525,85.78,69,98,4.27,CN,1622608395
565,Rāzampeta,14.1833,79.1667,91.38,41,6,9.64,IN,1622608396
